"LINE","BATCH_ID","LOT_ID","LOT_TYPE","PROD_NAME","STEP_NAME","PRIORITY","LOT_STATUS","QTY","LOT_CMMT","CST_ID","CST_LOCATION","LAST_TRKOUT_TIME","TRKIN_TIME","W/T(hrs)","P/T(hrs)","H/T(hrs)"
"PS_Rework_Pack_Cst","R700M3","700M1FC70110.13","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","6","MFG_IVAN_待外送酸洗_L6 13Q
","PP036","","2012/07/14 10:50:48","2012/07/16 11:29:38","1706.02","",""
"Rework_Out","R700M3","700M1FC70110.14","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","20","MFG_洪啟仁_打包外送","PP213","","2012/08/25 05:20:39","","703.52","",""
"PS_Rework_Pack_Cst","R700M3","700M1FC70110.15","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","20","MFG_IVAN_待外送酸洗_L6 11Q~12Q
","PP261","","2012/07/14 10:50:48","2012/07/16 11:29:38","","","1503.25"
"PS_Rework_Pack_Cst","R700M3","700M1FC70110.25","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","16","","1W045","","2012/08/23 13:14:28","","743.63","",""
"PS_Rework_Pack_Cst","R700M3","700M1FC70110.26","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","30","MFG_陳佳君_明書指示:送Rework，內為JSR-700R1 PS光阻實驗首件片，待TD謝其翰處理
 (Reposition step hold)","1W621","","2012/08/27 05:36:22","","","","549.80"
"PS_Rework_Pack_PPBOX","R700M3","700M1FC70110.2D","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","20","","PP246","","2012/07/31 19:55:52","","","","488.34"
"PS_Rework_Pack_PPBOX","R700M3","700M1FC70110.2E","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","20","MFG_黃瑞琮_R700M3暫不清洗_L5 5B","PP247","","2012/07/31 19:55:52","","","","488.32"
"PS_Rework_Pack_PPBOX","R700M3","700M1FC70110.2F","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","8","","PP248","","2012/07/31 19:55:52","","","","488.32"
"PS_Rework_Pack_PPBOX","R700M3","700M1FC70110.2G","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","20","MFG_黃瑞琮_R700M3暫不清洗_L5 5B (Reposition step hold)","PP245","","2012/07/31 19:55:52","","","","488.35"
"PS_Rework_Pack_Cst","R700M3","700M1FC70110.2J","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","20","MFG_鄧聖傑_陳冠儒_R700M3暫不清洗，打包_L6 STK4000","PP322","","2012/08/23 13:14:28","","743.63","",""
"","E129184","700M1FC900T0.03","E","700M1F008","2133_CFTP2","Normal","OnHold","15","MFG_杜智凱_700M實驗片，待TD李牧迪處理","1W010","","2012/09/18 20:10:33","","","","93.96"
"R_Line","E129184","700M1FC900T0.0B","E","700M1F008","2210_CFRL","Normal","OnHold","26","MFG_鄭博元_依短程RUN CARD指示TPM100量測完成，跳回原站點待TD楊欣樺取片分析","1W225","","2012/09/23 09:02:33","","","","3.80"
"","","700N1FBB0010.01350A1FC40060.1D","","","","","","1","","","","","","","",""
"","E12912D","700N1FC80030.09","E","700N1T","RW8A3_RW_PAS_SORTER","Normal","Waiting","14","","1W213","","2012/09/20 23:29:01","","61.38","",""
"","E12912D","700N1FC80030.0H","E","700N1T","RW8A3_RW_PAS_SORTER","Normal","Waiting","11","","1W125","","2012/09/21 13:56:28","","46.93","",""
"700H_PAS_OCL","E129141","700N1FC80040.0Z","E","700N1T","T8A630_PAS_OCL","Normal","Waiting","5","","MF001","","2012/09/21 10:39:17","","50.21","",""
"700H_PAS_CSTEXW","E129229","700N1FC80070.0U","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","12","TD_桑慧全_S-ITO阻值實驗片20片(內為阻值NF代光學驗證)","1T150","","","2012/09/22 17:20:51","","",""
"700H_DE_OCL","E129129","700N1FC90010.10","E","700N1T","T6A330_DE_OCL","Normal","Waiting","20","","1W070","","2012/09/21 03:50:15","","57.03","",""
"","E128274","700N1FC900F0.05","E","700N1T","RW1B0_RW_S_ITO","Normal","Waiting","22","","1W566","","2012/09/19 08:24:56","","100.45","",""
"","E128274","700N1FC900F0.07","E","700N1T","RW1B0_RW_S_ITO","Normal","OnHold","69","MFG_鄭世家_阻值NG片,待CF李建廷處理","1W447","","2012/09/21 15:47:57","","","","45.07"
"700H_PAS_Fin","E12912D","700N1FC900H0.0D","E","700N1T","T8A698_COMPLETE","Normal","OnHold","1","MF_涂永臣_殘帳,待處理","MF015","","2012/09/20 17:56:26","","","","41.74"
"700H_DE_OCL","E129129","700N1FC900L0.08","E","700N1T","T6A330_DE_OCL","Normal","Waiting","55","","1W271","","2012/09/23 04:05:33","","8.77","",""
"700H_DE_CSTEXW","E129129","700N1FC900L0.09","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","10","","1T256","","","2012/09/23 05:50:15","","",""
"700H_DE_CSTEXW","E129129","700N1FC900M0.0J","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","23","","1T064","","","2012/09/23 05:50:18","","",""
"700H_DE_OCL","E129129","700N1FC900R0.05","E","700N1T","T6A330_DE_OCL","Normal","Waiting","72","","1W023","","2012/09/21 05:43:36","","55.14","",""
"","E12912D","700N1FC90110.0H","E","700N1T","RW8A3_RW_PAS_SORTER","Normal","Waiting","2","","1W158","","2012/09/20 15:50:36","","69.02","",""
"","E129129","700N1FC90110.0Q","E","700N1T","RW6A0_RW_DE","Normal","OnHold","4","","1W143","","2012/09/21 15:35:53","","","","44.60"
"700H_PAS_CSTEXW","E12912D","700N1FC90110.0U","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T443","","","2012/09/23 05:50:21","","",""
"700H_DE_Fin","E129129","700N1FC90170.0K","E","700N1T","T6A398_COMPLETE","Normal","OnHold","2","MF_涂永臣_OC DE清線後殘帳,待處理(已告知明書)","MF028","","2012/09/21 16:06:38","","","","44.58"
"700H_DE_CSTEXW","E129129","700N1FC90170.1E","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","15","","1T041","","","2012/09/23 05:50:25","","",""
"700H_DE_CSTEXW","E129129","700N1FC901E0.07","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","15","","1T329","","","2012/09/23 05:50:28","","",""
"700H_DE_OCL","E129129","700N1FC901L0.0K","E","700N1T","T6A330_DE_OCL","Normal","Waiting","72","","1W132","","2012/09/21 05:01:45","","55.84","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901L0.0L","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T206","","","2012/09/23 02:54:11","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901L0.0M","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T320","","","2012/09/23 05:50:31","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901L0.0N","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T239","","","2012/09/23 05:50:34","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901L0.0P","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T428","","","2012/09/23 05:50:37","","",""
"700H_DE_CSTEXW","E129129","700N1FC901L0.0Q","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","19","","1T343","","","2012/09/23 05:50:41","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901N0.0A","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T294","","","2012/09/23 02:54:15","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901N0.0B","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T469","","","2012/09/23 02:54:18","","",""
"700H_PAS_CSTEXW","E12912D","700N1FC901N0.0C","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T446","","","2012/09/23 05:50:44","","",""
"700H_DE_CSTEXW","E129129","700N1TC901Q0.07","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","23","","1T051","","","2012/09/23 05:50:47","","",""
"700H_DE_OCL","E129129","700N1TC901S0.09","E","700N1T","T6A330_DE_OCL","Normal","Waiting","72","","1W244","","2012/09/22 09:19:04","","27.55","",""
"700H_PAS_CSTEXW","E12912D","700N1TC901S0.0B","E","700N1T","T8A602_PAS_CSTEXW","Normal","Waiting","24","","1T444","","","2012/09/23 05:50:50","","",""
"700H_DE_CSTEXW","E129129","700N1TC901X0.06","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","24","","1T283","","","2012/09/23 05:51:11","","",""
"700H_DE_OCL","E129129","700N1TC902B0.05","E","700N1T","T6A330_DE_OCL","Normal","Waiting","38","","1W162","","2012/09/22 09:39:00","","27.22","",""
"700H_DE_CSTEXW","E129129","700N1TC902D0.02","E","700N1T","T6A302_DE_CSTEXW","Normal","Waiting","24","","1T050","","","2012/09/23 05:51:15","","",""
"","E12912E","700N1TC902H0.0E","E","700N1T","RW1B0_RW_S_ITO","Normal","OnHold","58","MFG_吳明典_ ITO2-700N-UV 1盞實驗片，待CF_李建廷確認，不可後流至AR","1W306","","2012/09/20 11:12:16","","","","73.65"
"700H_S-ITO2","E129195","700N1TC902R0","E","700N1T","T1B110_S_ITO","Normal","OnHold","6","MFG_杜智凱_內含感直NG待處理 (Reposition step hold)","1W570","","2012/09/19 13:47:50","","","","94.99"
"700H_S-ITO2","E128274","700N1TC90350","E","700N1T","T1B110_S_ITO","Normal","Waiting","72","","1W676","","","","","",""
"700H_S-ITO2","E128274","700N1TC90360","E","700N1T","T1B110_S_ITO","Normal","Processing","72","","","","","2012/09/23 09:35:53","","3.27",""
"700H_S-ITO2","E128274","700N1TC90370","E","700N1T","T1B110_S_ITO","Normal","Processing","41","","","","","2012/09/23 08:43:12","","4.15",""
"700H_S-ITO2","E128274","700N1TC90370.01","E","700N1T","T1B11N_S_ITO_SMA","Normal","OnHold","13","MFG_杜智凱_志勇指示跳站至RCL檢測背刮、背污、Arcing (Reposition step hold)","1W338","","2012/09/23 10:04:21","","","","2.74"
"700H_S-ITO2","E128274","700N1TC90380","E","700N1T","T1B110_S_ITO","Normal","Waiting","72","","1W690","","","2012/09/23 07:50:06","","",""
"700H_S-ITO2_Finish","E128274","700N1TC90390","E","700N1T","T1B110_SORTER","Normal","OnHold","72","MFG孫裕明_Slot：12(39060)、13(39060)、18(39060)，感值超過700進行Sorting (Reposition step hold)","1W474","","","2012/09/23 07:50:23","","","2.45"
"700H_S-ITO2_Finish","E128274","700N1TC903A0","E","700N1T","T1B110_SORTER","Normal","Waiting","72","","1W458","","","","","",""
"700H_S-ITO2","E128274","700N1TC903B0","E","700N1T","T1B110_S_ITO","Normal","Waiting","72","","1W479","","","2012/09/23 07:50:57","","",""
"700H_S-ITO2","E128274","700N1TC903C0","E","700N1T","T1B110_S_ITO","Normal","Waiting","27","","1W610","","","2012/09/23 07:51:13","","",""
"","","700P1FC20150.17C2D171839D.01","","","","","","1","","","","","","","",""
"700H_DE_OCL","E129129","700Q1FC80010.07","P","700N1T","T6A330_DE_OCL","Normal","OnHold","72","mfg_陳瑞焜_調帳完成待孫裕明處理","1W229","","","2012/09/23 06:00:04","","","5.63"
"700H_DE_OCL","E129129","700Q1FC80010.08","E","700N1T","T6A330_DE_OCL","Normal","Waiting","72","","1W237","","2012/09/23 02:39:34","","10.21","",""
"PS_Rework_L3","RAEFAC","900A1FC304F0.02","P","REWORK-R33-EXG.5","PS_Rework_L3","Normal","OnHold","16",". (Reposition step hold)","PP565","","2012/06/27 10:02:26","","","","2019.34"
"CFRF_1(R33)","R900AC","900A1FC50080.0V","P","REWORK-R33-EXG.5","CFRF_331_RWF1","Normal","Processing","65","MFG_翁國勛_AOI NG重洗RF_331_RWF1","1W513","","2012/09/17 10:15:37","2012/09/23 09:59:17","","2.88",""
"CFRS(R33)","R900AC","900A1FC50080.0X","P","REWORK-R33-EXG.5","CFRS_331","Normal","Waiting","72","","1W159","","2012/09/23 10:39:19","","2.21","",""
"CFDR","R900AC","900A1FC600K0.12","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","15","MFG_鄭博元_邊框爆點，待PE彭孟璿確認 (Reposition step hold)","1W002","","2012/09/16 01:47:01","2012/09/19 06:04:54","","","101.02"
"CFRF_2(R33)","R900A3","900A1FC600X0.0Q","P","REWORK-R33-EXG.5","CFRF_332_RWF2","Normal","OnHold","3","MFG_溫仁孝_WEEK MONITOR基板,CF2莊添登指示回CFRF_332_RWF2 (Reposition step hold)","1W289","","2012/08/18 17:20:32","","","","859.50"
"CFDR","R900AC","900A1FC603D0.14","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","7","MFG_鄭博元_刮傷基板，待CF施諦捷處理 (Reposition step hold)","1W202","","2012/09/14 14:19:43","2012/09/19 15:12:56","","","92.67"
"CFGB","R900AC","900A1FC603D0.16","P","REWORK-R33-EXG.5","CFGB","Normal","Waiting","71","","1W103","","2012/09/21 14:23:46","","46.47","",""
"CFGB","R900A3","900A1FC70070.09","P","REWORK-R33-EXG.5","CFGB","Normal","OnHold","2","MFG_陳佳君_OAL OK，待BM重投","1W519","","2012/09/20 22:19:41","","","","45.61"
"Shipping","P128242","900A1FC804F0.0G","P","900A1F003","2910_CF_COMPLETE","Normal","OnHold","49","MFG_李秀媛_900A MPA1 TTP 異常區間,CF許育誠指示hold 給TD管控,待AR專批搭配","1W249","","2012/09/07 20:06:15","2012/09/11 21:49:52","","","278.39"
"Shipping","P129031","900A1FC805P0.14","P","900A1F003-R","2910_CF_COMPLETE","Normal","Waiting","10","CFMFG_劉孟勳_CSF 基板,RCL CMEAS 量測完畢,Partial CST For 1W033.					
","1W471","","2012/09/21 15:08:18","","45.73","",""
"Shipping","P129031","900A1FC805P0.1L","P","900A1F003-R","2940_CFRC","Normal","Waiting","22","CFMFG_劉孟勳_依Run Card 量測 CSF 基板,Recipe-581.","1W033","","2012/09/13 18:16:11","","234.60","",""
"CFDR","R900AC","900A1FC90010.0V","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","51","MFG_鄭博元_Oal檢測完成,cf楊國順髒污slot:72 61 60 57 55 54 50 48  32 29 重投910 刮傷slot:69~67 30 ,hold給cf施諦捷處理","1W324","","2012/09/22 18:04:39","","","","18.79"
"BM_Line","P129201","900A1FC902A0","P","900A1F003","2110_CFBM","Normal","Processing","1","","","","","2012/09/22 07:05:25","","29.78",""
"G_Line","P129201","900A1FC902A0.01","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W145","","2012/09/23 02:22:45","","10.49","",""
"R_Line","P129201","900A1FC902A0.02","P","900A1F003","2210_CFRL","Normal","Processing","1","","","","2012/09/22 15:55:13","2012/09/22 19:22:00","","17.50",""
"R_Line","P129201","900A1FC902A0.03","P","900A1F003","2210_CFRL","Normal","Processing","1","","","","2012/09/22 12:59:33","2012/09/22 13:17:29","","23.58",""
"","P129201","900A1FC902A0.07","P","900A1F003","2340_CFOA_N2","Normal","Waiting","2","","1W473","","2012/09/23 05:35:04","","7.28","",""
"G_Line","P129201","900A1FC902A0.08","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W462","","2012/09/22 19:54:50","","16.95","",""
"G_Line","P129201","900A1FC902A0.09","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W320","","2012/09/22 21:19:23","","15.54","",""
"G_Line","P129201","900A1FC902A0.0B","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W309","","2012/09/22 23:31:00","","13.35","",""
"G_Line","P129201","900A1FC902A0.0C","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W415","","2012/09/23 03:38:00","","9.23","",""
"G_Line","P129201","900A1FC902B0.05","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W061","","2012/09/22 20:22:46","","16.49","",""
"G_Line","P129201","900A1FC902B0.06","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W392","","2012/09/22 22:32:27","","14.33","",""
"G_Line","P129201","900A1FC902B0.07","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W555","","2012/09/23 01:28:31","","11.39","",""
"G_Line","P129201","900A1FC902C0","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W551","","2012/09/23 08:45:50","","4.10","",""
"G_Line","P129201","900A1FC902C0.02","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W336","","2012/09/22 23:01:31","","13.84","",""
"G_Line","P129201","900A1FC902G0.01","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W105","","2012/09/23 01:00:11","","11.86","",""
"G_Line","P129201","900A1FC902G0.06","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W116","","2012/09/23 06:06:16","","6.76","",""
"G_Line","P129201","900A1FC902G0.07","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W334","","2012/09/23 06:34:27","","6.29","",""
"G_Line","P129201","900A1FC902J0.01","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W520","","2012/09/23 05:09:43","","7.71","",""
"G_Line","P129201","900A1FC902J0.03","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W346","","2012/09/23 08:09:25","","4.71","",""
"G_Line","P129201","900A1FC902J0.05","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W380","","2012/09/23 07:13:05","","5.65","",""
"G_Line","P129201","900A1FC902J0.06","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W127","","2012/09/22 21:59:03","","14.88","",""
"G_Line","P129201","900A1FC902J0.07","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W325","","2012/09/23 02:53:35","","9.97","",""
"G_Line","P129201","900A1FC902K0.03","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W139","","2012/09/23 04:35:31","","8.28","",""
"G_Line","P129201","900A1FC902Q0.02","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W370","","2012/09/23 07:41:04","","5.18","",""
"B_Line","P129201","900A1FC902R0","P","900A1F003","2310_CFBL","Normal","Processing","72","","","","2012/09/23 12:01:03","2012/09/23 12:03:19","","0.81",""
"B_Line","P129201","900A1FC902S0.02","P","900A1F003","2310_CFBL","Normal","Processing","72","","1W365","","2012/09/23 12:32:48","2012/09/23 12:35:27","","0.28",""
"BM_Line","P129201","900A1FC902T0","P","900A1F003","2110_CFBM","Normal","Processing","1","","","","","2012/09/22 19:15:05","","17.62",""
"G_Line","P129201","900A1FC902T0.03","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W270","","2012/09/23 01:55:55","","10.94","",""
"G_Line","P129201","900A1FC902T0.04","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W499","","2012/09/23 00:06:31","","12.76","",""
"G_Line","P129201","900A1FC902T0.05","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W490","","2012/09/23 00:33:16","","12.31","",""
"R_Line","P129201","900A1FC902W0","P","900A1F003","2210_CFRL","Normal","Processing","44","","","","2012/09/23 09:39:49","2012/09/23 11:25:59","","1.43",""
"G_Line","P129201","900A1FC902W0.03","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W488","","2012/09/23 04:09:55","","8.70","",""
"BM_Line","P129201","900A1FC902X0","P","900A1F003","2110_CFBM","Normal","Processing","1","","","","","2012/09/22 21:57:27","","14.91",""
"R_Line","P129201","900A1FC902X0.01","P","900A1F003","2210_CFRL","Normal","Processing","1","","","","2012/09/23 00:53:31","2012/09/23 01:28:29","","11.39",""
"G_Line","P129201","900A1FC902X0.02","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W595","","2012/09/23 05:38:20","","7.23","",""
"BM_Line","P129201","900A1FC902Z0","P","900A1F003","2110_CFBM","Normal","Processing","2","","","","","2012/09/22 22:42:17","","14.16",""
"R_Line","P129201","900A1FC90300","P","900A1F003","2210_CFRL","Normal","Waiting","72","","1W388","","2012/09/23 08:31:03","","4.35","",""
"R_Line","P129201","900A1FC90300.01","P","900A1F003","2210_CFRL","Normal","Processing","2",".","","","2012/09/23 10:17:24","2012/09/23 11:17:04","","1.58",""
"","P129201","900A1FC90300.02","P","900A1F003","2133_CFTP2","Normal","Waiting","2","","1W582","","2012/09/23 10:34:52","","2.29","",""
"BM_Line","P129201","900A1FC90310","P","900A1F003","2110_CFBM","Normal","Processing","1","","","","","2012/09/22 23:35:07","","13.28",""
"","P129201","900A1FC90310.01","P","900A1F003","2133_CFTP2","Normal","Waiting","7","","1W031","","2012/09/23 06:52:03","","6","",""
"R_Line","P129201","900A1FC90310.02","P","900A1F003","2210_CFRL","Normal","Processing","1","","","","2012/09/23 02:56:29","2012/09/23 03:29:03","","9.38",""
"B_Line","P129201","900A1FC90320.02","P","900A1F003","2310_CFBL","Normal","Processing","5","","","","2012/09/23 06:31:40","2012/09/23 06:31:44","","6.34",""
"B_Line","P129201","900A1FC90320.03","P","900A1F003","2320_CFRC_N2","Normal","Waiting","2","","1W185","","2012/09/23 09:32:03","","3.33","",""
"G_Line","P129201","900A1FC90320.04","P","900A1F003","2410_CFGL","Normal","Waiting","72","","1W248","","2012/09/23 09:48:24","","3.06","",""
"R_Line","P129201","900A1FC90330","P","900A1F003","2210_CFRL","Normal","Processing","72","","","","2012/09/23 06:55:40","2012/09/23 12:07:44","","0.74",""
"R_Line","P129201","900A1FC90330.02","P","900A1F003","2210_CFRL","Normal","Processing","8","","","","2012/09/23 04:36:14","2012/09/23 07:38:09","","5.23",""
"R_Line","P129201","900A1FC90330.03","P","900A1F003","2210_CFRL","Normal","Processing","35","","","","2012/09/23 05:09:13","2012/09/23 07:10:08","","5.70",""
"R_Line","P129201","900A1FC90330.04","P","900A1F003","2220_CFRC_N2","Normal","Processing","2","","","","2012/09/23 11:50:42","2012/09/23 12:21:40","","0.51",""
"R_Line","P129201","900A1FC90350","P","900A1F003","2210_CFRL","Normal","Processing","72","","","","2012/09/23 06:16:01","2012/09/23 11:47:07","","1.08",""
"R_Line","P129201","900A1FC90360","P","900A1F003","2210_CFRL","Normal","Processing","72","","1W196","","2012/09/23 07:52:35","2012/09/23 12:33:37","","0.31",""
"R_Line","P129201","900A1FC90380.02","P","900A1F003","2210_CFRL","Normal","Processing","1","","","","2012/09/23 07:10:48","2012/09/23 07:10:51","","5.69",""
"BM_Line","P129201","900A1FC903B0","P","900A1F003","2110_CFBM","Normal","Processing","2","","","","","2012/09/23 07:49:03","","5.05",""
"R_Line","P129201","900A1FC903B0.01","P","900A1F003","2210_CFRL","Normal","OnHold","71","The status of Some Trackout glass is wrong : 900A1FC9039043[19]","1W574","","2012/09/23 11:48:00","","","","1.07"
"BM_Line","P129201","900A1FC903C0","P","900A1F003","2110_CFBM","Normal","Processing","36","","","","","2012/09/23 08:35:28","","4.28",""
"R_Line","P129201","900A1FC903C0.01","P","900A1F003","2210_CFRL","Normal","Waiting","72","","1W262","","2012/09/23 12:15:42","","0.61","",""
"BM_Line","P129201","900A1FC903D0","P","900A1F003","2110_CFBM","Normal","Processing","12","","","","","2012/09/23 08:56:37","","3.92",""
"G_Line","P129202","900A1FC903S0.01","P","900A1F003-R","2483_SORTER_CellBank","Normal","Waiting","18","","1W522","","2012/09/22 17:03:04","","19.82","",""
"G_Line","P129202","900A1FC903S0.04","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W250","","2012/09/22 14:55:24","","21.94","",""
"G_Line","P129202","900A1FC903T0","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W080","","2012/09/22 17:49:28","","19.04","",""
"G_Line","P129202","900A1FC903T0.05","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W305","","2012/09/22 12:56:07","","23.93","",""
"G_Line","P129202","900A1FC903V0.04","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W011","","2012/09/22 17:13:12","","19.65","",""
"R_Line","P129202","900A1FC903X0","P","900A1F003-R","2210_CFRL","Normal","OnHold","1","mfg_陳瑞焜_ BM line 清線完殘帳待NA班確認","MF033","","2012/09/22 13:42:49","","","","23.14"
"","P129202","900A1FC903X0.02","P","900A1F003-R","","Normal","Waiting","7","","1W028","","2012/09/22 18:48:26","","18.06","",""
"G_Line","P129202","900A1FC903X0.03","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W017","","2012/09/22 13:55:46","","22.94","",""
"G_Line","P129202","900A1FC903X0.04","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W102","","2012/09/22 15:24:13","","21.46","",""
"G_Line","P129202","900A1FC903Y0.01","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W018","","2012/09/22 16:07:33","","20.74","",""
"G_Line","P129202","900A1FC903Y0.02","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W043","","2012/09/22 12:20:58","","24.52","",""
"G_Line","P129202","900A1FC903Y0.03","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W239","","2012/09/22 13:26:33","","23.42","",""
"G_Line","P129202","900A1FC903Y0.04","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W009","","2012/09/22 14:27:20","","22.41","",""
"G_Line","P129202","900A1FC903Z0","P","900A1F003-R","2410_CFGL","Normal","Waiting","37","","1W315","","2012/09/22 18:46:15","","18.10","",""
"G_Line","P129202","900A1FC903Z0.01","P","900A1F003-R","2410_CFGL","Normal","Waiting","72","","1W052","","2012/09/22 18:24:58","","18.45","",""
"PS_Rework_Pack_Cst","R970BC","970B1FC201C0.1B","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","1","MFG_黃瑞琮_己再重洗一次910完成,內為刮傷基板,待TD古士倫處理 (Reposition step hold)","1C411","","2012/06/20 06:01:33","","","","1391.42"
"Rework_Out","R970BC","970B1FC300K0","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","20","","PP613","","2012/08/29 16:18:48","","596.55","",""
"Rework_Out","R970B3","970B1FC300P0.03","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","18","","PP084","","2012/08/29 16:21:59","","596.50","",""
"Rework_Out","R970BC","970B1FC300Q0","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","20","","PP505","","2012/08/29 16:19:38","","596.54","",""
"PS_Rework_Pack_PPBOX","R970B3","970B1FC301Q0","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","11","MFG_IVAN_待外送酸洗_STK4000~15Q
","PP062","","2012/06/27 10:15:35","","","","2019.20"
"PS_Rework_Pack_PPBOX","R970BC","970B1FC301R0","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","6","MFG_IVAN_待外送酸洗_STK4000~ITO
","PP564","","2012/06/27 10:34:32","","","","2019.18"
"Rework_Out","R970BC","970B1FC301X0","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","19","","PP307","","2012/08/29 16:19:47","","596.54","",""
"Rework_Out","R970BC","970B1FC30210","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","19","","PP948","","2012/08/30 17:57:49","","570.90","",""
"Rework_Out","R970BC","970B1FC302R0","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","20","","PP308","","2012/08/29 16:20:59","","596.52","",""
"PS_Rework_Pack_PPBOX","R970BC","970B1FC303D0","P","REWORK-R33-EXG.5","PS_Rework_Pack_PPBOX","Normal","OnHold","4","","PP082","","2012/06/27 10:32:18","","","","2019.19"
"Rework_Out","R970BC","970B1FC303F0","P","REWORK-R33-EXG.5","PS_Rework_Out","Normal","Waiting","19","..","PP039","","2012/08/29 16:21:10","","596.51","",""
