"LINE","BATCH_ID","LOT_ID","LOT_TYPE","PROD_NAME","STEP_NAME","PRIORITY","LOT_STATUS","QTY","LOT_CMMT","CST_ID","CST_LOCATION","LAST_TRKOUT_TIME","TRKIN_TIME","W/T(hrs)","P/T(hrs)","H/T(hrs)"
"Shipping","P129115","BCZC1FC90100.0C","P","BCZC1F003","2910_CF_COMPLETE","Normal","OnHold","72","MFG_劉珮琪_,P2_All chip OK,PS Grade A,待TPM 量測","1W301","","2012/09/23 12:16:20","","","","0.42"
"IS_Line","P129115","BCZC1FC90100.0D","P","BCZC1F003","2900_CFIS","Normal","Processing","8","","","","2012/09/23 05:47:07","2012/09/23 07:00:34","","5.86",""
"PS_Line","P129115","BCZC1FC90100.0E","P","BCZC1F003","2855_CFPH_N2","Normal","Waiting","10","","1W302","","2012/09/23 07:21:02","","5.52","",""
"PS_Line","P129115","BCZC1FC90100.0F","P","BCZC1F003","2856_CFRC_N2","Normal","Waiting","2","","1W540","","2012/09/23 12:19:58","","0.53","",""
"IS_Line","P129115","BCZC1FC90100.0G","P","BCZC1F003","2900_CFIS","Normal","Processing","3","","","","2012/09/23 08:13:29","2012/09/23 09:53:43","","2.97",""
"Shipping","P129115","BCZC1FC90100.0H","P","BCZC1F003","2910_CF_COMPLETE","Normal","OnHold","72","Blank","1W434","","2012/09/23 11:25:09","","","","1.45"
"Shipping","P129115","BCZC1FC90100.0K","P","BCZC1F003","2910_CF_COMPLETE","Normal","OnHold","72","MFG_李佩樺_P2_All Chip OK, PS Grade A, 待TPM量測","1W406","","2012/09/23 11:36:40","","","","1.13"
"PS_Line","P129115","BCZC1FC901B0.08","P","BCZC1F003","2850_CFPS","Normal","Processing","6","","","","2012/09/23 06:49:01","2012/09/23 06:51:08","","6.02",""
"IS_Line","P129115","BCZC1FC901B0.09","P","BCZC1F003","2900_CFIS","Normal","Processing","28","","","","2012/09/23 07:45:27","2012/09/23 08:54:21","","3.96",""
"IS_Line","P129115","BCZC1FC901B0.0A","P","BCZC1F003","2900_CFIS","Normal","Processing","12","","","","2012/09/23 04:46:43","2012/09/23 05:38:04","","7.23",""
"IS_Line","P129115","BCZC1FC901B0.0B","P","BCZC1F003","2900_CFIS","Normal","Processing","26","","","","2012/09/23 05:15:38","2012/09/23 06:28:12","","6.40",""
"Shipping","P129115","BCZC1FC901B0.0E","P","BCZC1F003","2910_CF_COMPLETE","Normal","OnHold","72","MFG_李佩樺_P2_All Chip OK, PS Grade A, 待TPM量測","1W470","","2012/09/23 10:45:15","","","","1.92"
"","P129115","BCZC1FC901C0.04","P","BCZC1F003","","Normal","Waiting","4","","1W256","","2012/09/22 21:49:28","","15.04","",""
"","P129115","BCZC1FC901C0.06","P","BCZC1F003","","Normal","Waiting","1","","1W357","","2012/09/22 16:59:12","","19.88","",""
"ITO_Line","P129115","BCZC1FC901P0.06","P","BCZC1F003","2730_CFRC_N2","Normal","Waiting","72","","1W106","","2012/09/23 11:04:58","","1.78","",""
"PS_Line","P129115","BCZC1FC901P0.07","P","BCZC1F003","2850_CFPS","Normal","Waiting","72","","1W263","","2012/09/23 11:37:09","","1.25","",""
"","","C0J040114D.14:S","","","","","","1","","","","","","","",""
"","","C2C150299D.04 a","","","","","","1","","","","","","","",""
"","","C2C150299D.05 a","","","","","","1","","","","","","","",""
"","","C2C150299D.07 a","","","","","","1","","","","","","","",""
"","NA","C2C232186D.9","Dense","0ASG","","Normal","","1","MFG_洪志龍_多報廢1片","","","","","","",""
"","","C2C240850D.5:SE","","","","","","1","","","","","","","",""
"","","C2D101424D.03:S","","","","","","1","","","","","","","",""
"","","C2D191177D.8:SE","","","","","","1","","","","","","","",""
"","","C2D191544D.09:S","","","","","","1","","","","","","","",""
"","","C2D200384D.9:SE","","","","","","1","","","","","","","",""
"","","C2E152621D.7:SE","","","","","","1","","","","","","","",""
"","","C2E160514D.10:S","","","","","","1","","","","","","","",""
"","","C2E261253D.9:SE","","","","","","1","","","","","","","",""
"","","C2F290132D.1:SE","","","","","","1","","","","","","","",""
"","","C2G090878D.08:S","","","","","","1","","","","","","","",""
"","","C2H241968D.4:SE","","","","","","1","","","","","","","",""
"","","C2H250407D.7:SE","","","","","","1","","","","","","","",""
"","NA","C2H261043D.08","Dense","0ASG","CF_START","Normal","Waiting","72","Unpack","1W597","","","2012/09/23 11:20:39","","",""
"","NA","C2H261043D.09","Dense","0ASG","CF_START","Normal","Waiting","72","","1W287","","","2012/09/23 12:09:12","","",""
"","","C9J280852D.18:S","","","","","","1","","","","","","","",""
"","","CFMQC091125.18:","","","","","","1","","","","","","","",""
"","","CFMQC091125.26:","","","","","","1","","","","","","","",""
"","","CFMQC091125.52:","","","","","","1","","","","","","","",""
"","NA","COLDRUN","Dense","CFMQC","","Normal","","69","","","","","","","",""
"","","EXG4FOR500G.3:S","","","","","","1","","","","","","","",""
"","","FAIL110830.1:SE","","","","","","1","","","","","","","",""
"","MQC","FBF500020.03","MQC","MQC_GRR","CFRC","Normal","OnHold","9","MFG-張家銘-2005年GRR測試片","PP400","","2010/07/01 08:19:16","","","","18850.38"
"","MQC","FBF500020.04","MQC","MQC_GRR","CFRC","Normal","Waiting","20","","PP401","","2010/07/01 08:19:16","","19564.55","",""
"","MQC","FBF500080","MQC","CF-TEST","CFOC","Normal","Processing","2","","","","2010/09/01 11:50:56","2010/09/01 16:29:58","","18068.37",""
"","MQC","FBF5000M0","MQC","CF-ColdRun-SODA.4","CFOC","Normal","Processing","1","MFG_謝富偉_0.4玻璃OC測試","","","2012/04/19 14:07:12","2012/04/19 14:13:47","","3766.64",""
"","MQC","FBF5000M0.06","MQC","CF-ColdRun-SODA.4","CFOC","Normal","Processing","4","","","","2012/06/04 14:30:48","2012/06/04 15:14:18","","2661.63",""
"","MQC","FBF5000P0.01","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","12","mfg_陳瑞焜_依明書指示Array 借出基板","MF223","","2012/01/06 16:29:36","","","","4795.09"
"","MQC","FBF5000P0.0A","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","17","MFG_林易儒_皓忠指示:EXG.5研磨檢查蒸氣不沾與NG片 (L1 31N)←樓層與柱位","PP202","","2012/04/10 20:44:08","","","","3161.95"
"","MQC","FBF5000P0.0F","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","3","MFG_黃瑞琮_內為Sodaline 0.5T基板，Air朝上","PP034","","2012/05/18 14:01:09","","","","1523.05"
"","MQC","FBF5000P0.0G","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","20","MFG_朱美瑞_內為Sodaline 0.5T基板，Air朝上(L6  14Q)","PP224","","2012/05/18 14:01:09","","","","1568.58"
"","MQC","FBF5000P0.0H","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","20","MFG_朱美瑞_內為Sodaline 0.5T基板，Air朝上(L6  14Q)","PP225","","2012/05/18 14:01:09","","","","1568.57"
"","MQC","FBF5000P0.0J","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","20","MFG_朱美瑞_內為Sodaline 0.5T基板，Air朝上(L6  14Q)","PP226","","2012/05/18 14:01:09","","","","1568.57"
"","MQC","FBF5000P0.0K","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","6","MFG_朱美瑞_內為Sodaline 0.5T基板，Air朝上(L6  14Q)","PP227","","2012/05/18 14:01:09","","","","1568.56"
"","MQC","FBF510010.0E","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","Waiting","7","","PP879","","2011/07/03 18:56:42","","10745.92","",""
"","MQC","FBF510030.04","MQC","CF-ColdRun-EXG.5","CFIT2","Normal","OnHold","2","MFG陳冠儒_待TD陳妙婷處理","1C020","","2012/08/23 10:33:30","","","","65.22"
"","MQC","FBF510030.1B","MQC","CF-ColdRun-EXG.5","CFPS","Normal","Processing","2","OK","","","2012/04/17 15:28:57","2012/04/17 17:14:21","","3811.63",""
"","MQC","FBF510030.1Y","MQC","CF-ColdRun-EXG.5","CFPS","Normal","Processing","1","","","","2012/06/01 08:46:32","2012/06/01 23:55:18","","2724.95",""
"","MQC","FBF510030.39","MQC","CF-ColdRun-EXG.5","CFRL","Normal","Processing","1","","","","2012/09/11 11:03:43","2012/09/11 18:51:41","","282.01",""
"","MQC","FBF510030.3D","MQC","CF-ColdRun-EXG.5","CFBM","Normal","Processing","2","","","","2012/09/12 18:23:14","2012/09/13 11:17:01","","241.58",""
"","MQC","FBF510030.3G","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","72","MFG 董家安_PE羅翊偉指示BM Oven 調機 cold run 片,且不作為其他PM後 cold run 使用","1W115","","2012/09/13 13:37:21","","","","238.43"
"","MQC","FBF510030.3H","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","46","MFG_張志斌_內全為BM已塗佈基板，後續僅使用於OVEN Center Bar安裝後Coldrun測試刮傷情況，不得用於一般PM後或其他Coldrun
","1W258","","2012/09/15 05:49:01","","","","199.05"
"","MQC","FBF510070.0G","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","65","","1W491","","2012/09/12 03:02:15","","273.83","",""
"","MQC","FBF510080.04","MQC","CF-ColdRun-SODA.7","CFDB_START","Normal","OnHold","4","MFG_黃瑞琮_SODA.7 Glass，MFG皓忠指示:待確認斜角","PP111","","2011/08/03 17:40:03","","","","1709.85"
"","MQC","FBF510080.05","MQC","CF-ColdRun-SODA.7","CFDB_START","Normal","Waiting","20","MFG_鄧聖傑_狴疆焥基板打包","PP172","","2011/08/03 17:40:03","","10003.20","",""
"","MQC","FBF510080.06","MQC","CF-ColdRun-SODA.7","CFDB_START","Normal","Waiting","20","MFG_鄧聖傑_涂永臣_基板打包","PP173","","2011/08/03 17:40:03","","10003.20","",""
"","MQC","FBF510080.07","MQC","CF-ColdRun-SODA.7","CFDB_START","Normal","Waiting","10","MFG_鄧聖傑_狴疆焥基板打包L6_14Q","PP174","","2011/08/03 17:40:03","","10003.20","",""
"","MQC","FBF5100F0.02","MQC","CF-ColdRun-EXG1.1","CFDB_START","Normal","OnHold","18","MFG_朱美瑞_打包待外送(L6 4000)","PP980","","2012/04/06 16:02:54","","","","1762.81"
"","MQC","FBF5100G0.08","MQC","CF-ColdRun-SODA1.1","CFDB_START","Normal","Waiting","5","","PP014","","2012/01/12 18:57:29","","6113.91","",""
"","MQC","FBF5100G0.09","MQC","CF-ColdRun-SODA1.1","CFDB_START","Normal","Waiting","5","","PP015","","2012/01/12 16:49:07","","6116.05","",""
"","MQC","FBF5100G0.0F","MQC","CF-ColdRun-SODA1.1","CFDB_START","Normal","Waiting","20","MFG_鄧聖傑_涂永臣_基板打包L6_14Q","PP171","","2012/06/08 03:23:32","","2577.48","",""
"","MQC","FBF5100G0.0J","MQC","CF-ColdRun-SODA1.1","CFDB_START","Normal","OnHold","10","MFG_陳韋辰_PC指示1.1 COLD RUN片各成分10片待明書處理","1W273","","2012/09/13 17:08:11","","","","235.73"
"","MQC","FBF5100H0","MQC","CF-ColdRun-EXG1.1","CFDB_START","Normal","Waiting","9","","PP025","","2012/04/06 10:25:42","","4082.44","",""
"","MQC","FBF520010.03","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","20","MFG_鄧聖傑_孫裕明_打包Soda 0.5t基板(L1 31N)","PP207","","2012/02/02 18:15:49","","","","3143.65"
"","MQC","FBF520010.04","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","3","MFG_林易儒_皓忠指示:EXG.5研磨檢查蒸氣不沾與NG片 (L1 31N)←樓層與柱位","PP203","","2012/02/02 18:15:49","","","","3161.87"
"","MQC","FBF520010.05","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","20","MFG_鄧聖傑_孫裕明_打包Soda 0.5t基板(L1 31N)","PP205","","2012/02/02 18:15:49","","","","3143.79"
"","MQC","FBF520010.06","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","20","MFG_鄧聖傑_孫裕明_打包Soda 0.5t基板(L1 31N)","PP206","","2012/02/02 18:15:49","","","","3143.70"
"","MQC","FBF520010.07","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","5","MFG_鄧聖傑_孫裕明_打包Soda 0.5t基板(L1 31N)","PP208","","2012/02/02 18:15:49","","","","3143.59"
"","MQC","FBF520060.06","MQC","CF-ColdRun-EXG.4","CFDB_START","Normal","OnHold","60","MFG_鄭博元_內全為BM已塗佈基板，後續僅使用於OVEN Center Bar安裝後Coldrun測試刮傷情況，不得用於一般PM後或其他Coldrun","1W003","","2012/09/15 08:10:44","","","","196.69"
"","MQC","FBF520080","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","Waiting","8","LotStart","PP078","","2012/03/04 10:28:51","","4874.39","",""
"CFRS(R32)","MQC","FBF520090.06","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","42","","1W659","","2012/09/05 08:06:39","","436.76","",""
"","MQC","FBF520090.0C","MQC","MQC_ITO_D48","CFIT_D48","Normal","Waiting","68","MFG_陳韋辰_依合併LIST 指示:跳站至CFIT_D48","1W608","","2012/07/29 22:47:50","2012/07/31 12:50:04","1334.07","",""
"","MQC","FBF5200B0","MQC","CF-ColdRun-EXG1.1","CFDB_START","Normal","OnHold","14","MFG_吳明書_內為9.7吋 OnCell CTP完成品，非EXG1.1，避免混用","PP077","","2012/03/14 17:27:25","","","","4627.39"
"","MQC","FBF5200C0","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","12","MFG_吳明書_TD 蔣忠潔 970B Mura Sample片","PP026","","2012/03/14 17:31:12","","","","4627.29"
"","MQC","FBF5200D0","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","OnHold","2","MFG_吳明書_PE2王子偉指示,內為soda lime已上xy-ito，尚可提供TP產品後續測試","PP144","","2012/03/14 17:33:56","","","","4627.29"
"","MQC","FBF520160.06","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","5","鄧聖傑_孫裕明_打包MQC Soda 0.5t基板(L1 31N)","PP209","","2012/04/21 21:39:30","","","","3140.39"
"","MQC","FBF520160.08","MQC","CF-ColdRun-SODA.5","CFPH","Normal","OnHold","5","MFG_朱美瑞_孫裕明_打包Soda 0.5t基板(L1 31N)","PP220","","2012/04/21 21:39:30","","","","3128.74"
"","MQC","FBF5201G0","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","1","LotStart","PP900","","2012/04/27 03:48:38","","3585.06","",""
"","MQC","FBF5201L0","MQC","CF-TEST","CFDB_START","Normal","Waiting","20","LotStart","PP085","","2012/04/30 17:01:33","","3499.84","",""
"","MQC","FBF5201M0","MQC","CF-TEST","CFDB_START","Normal","Waiting","20","LotStart","PP089","","2012/04/30 17:14:05","","3499.63","",""
"","MQC","FBF5201N0","MQC","CF-TEST","CFDB_START","Normal","Waiting","20","LotStart","PP088","","2012/04/30 17:20:24","","3499.53","",""
"","MQC","FBF5201P0","MQC","CF-TEST","CFDB_START","Normal","Waiting","14","LotStart","PP090","","2012/04/30 17:27:49","","3499.40","",""
"","MQC","FBF5201Q0","MQC","CF-TEST","CFDB_START","Normal","Waiting","14","LotStart","PP087","","2012/04/30 17:30:55","","3499.35","",""
"","MQC","FBF5201Y0.01","MQC","CF-ColdRun-EXG.5","CFPH","Normal","Waiting","4","","PP211","","2012/05/08 17:22:39","","3307.49","",""
"","MQC","FBF5201Y0.02","MQC","CF-ColdRun-EXG.5","CFPH","Normal","Waiting","3","MFG_鄧聖傑_孫裕明_MQC打包(有Chip)(L1 31N)","PP210","","2012/05/08 17:22:39","","3307.49","",""
"","MQC","FBF5201Z0.01","MQC","CF-ColdRun-SODA.5","CFDB_START","Normal","Waiting","4","","MF093","","2012/05/09 18:27:23","","3282.41","",""
"","MQC","FBF520270","MQC","CF-TEST","CFDB_START","Normal","Waiting","1","FMG_朱美瑞_存放位置遷移至L6 STK4000","PP103","","2012/05/18 11:19:41","","3073.54","",""
"","MQC","FBF520280.01","MQC","CF-ColdRun-SODA.4","CFDB_START","Normal","Waiting","3","","1C312","","2012/05/18 13:32:24","","3071.33","",""
"","MQC","FBF5202C0.05","MQC","CF-ColdRun-SODA.4","CFGL","Normal","Processing","2","","","","2012/09/19 15:14:16","2012/09/19 15:30:06","","93.37",""
"","MQC","FBF5202C0.08","MQC","CF-ColdRun-SODA.4","CFPH","Normal","Waiting","8","","1W465","","2012/09/22 03:16:27","","33.59","",""
"","MQC","FBF5202F0","MQC","CF-ColdRun-EXG.5","CFGL","Normal","Processing","3","","","","2012/09/20 01:37:41","2012/09/20 01:53:19","","82.98",""
"","MQC","FBF5202H0.05","MQC","CF-ColdRun-EXG.3","CFDB_START","Normal","Waiting","38","MFG_張正德_EQ張彥煌取出報廢.","1W253","","2012/08/09 12:00:05","","1080.87","",""
"","MQC","FBF5202M0.06","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","20","","PP175","","2012/06/25 19:45:21","","2153.11","",""
"","MQC","FBF5202M0.07","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","20","MFG_鄧聖傑_狴疆焥基板打包L6_14Q","PP176","","2012/06/25 19:45:21","","2153.11","",""
"","MQC","FBF5202M0.08","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","20","MFG_鄧聖傑_狴疆焥基板打包L6_14Q","PP177","","2012/06/25 19:45:21","","2153.11","",""
"","MQC","FBF5202M0.09","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","Waiting","11","MFG_鄧聖傑_狴疆焥基板打包L6_14Q","PP178","","2012/06/25 19:45:21","","2153.11","",""
"","MQC","FBF5202Q0","MQC","CF-ColdRun-EXG.7","CFDB_START","Normal","OnHold","3","MFG_陳慶倫_框影殘NG報廢轉MQC,待皓忠處理","MF400","","2012/06/25 20:42:14","","","","2152.14"
"","MQC","FBF520330","MQC","CF-ColdRun-SL.5","CFDB_START","Normal","Waiting","10","LotStart","1W111","","2012/08/09 11:13:30","","1081.64","",""
"","MQC","FBF520370.05","MQC","CF-ColdRun-EXG.4","CFDB_START","Normal","OnHold","59",". (Reposition step hold)","1W128","","2012/09/18 11:58:29","","","","120.82"
"","MQC","FBF5203B0","MQC","CF-ColdRun-SODA.4","CFDB","Normal","Waiting","19","","1W476","","2012/09/19 19:07:48","","89.74","",""
"","MQC","FBF5203C0","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","70","","1W231","","2012/09/20 04:14:05","","","","80.63"
"","MQC","FBF5203D0","MQC","CF-ColdRun-EXG.5","CFGL","Normal","Processing","1","LotStart","","","2012/09/19 21:11:01","2012/09/19 22:26:55","","86.42",""
"","MQC","FBF5203F0","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","1","MFG_劉昭宏_7吋Amazon TOD實驗片,已鍍ITO膜,待TD林佳君處理","1W180","","2012/09/22 22:15:03","","","","14.59"
"","MQC","FBF5203F0.01","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","39","MFG_劉昭宏_7吋Amazon TOD實驗片,已鍍ITO膜,待TD林佳君處理","1W050","","2012/09/22 22:14:49","","","","14.62"
"","MQC","FBF5203H0","MQC","CF-ColdRun-SODA.4","CFPH","Normal","Waiting","19","","1W476","","2012/09/22 20:53:54","","15.97","",""
"CFRF_1(R33)","MQC","FBF5400F0.57","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP516","1FSK2000","2007/04/20 20:59:22","","47583.88","",""
"CFRF_1(R33)","MQC","FBF5400F0.58","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP263","1FSK2000","2007/04/20 20:59:22","","47583.88","",""
"CFRF_1(R33)","MQC","FBF5400F0.59","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP326","1FSK2000","2007/04/20 20:59:22","","47583.88","",""
"CFRF_1(R33)","MQC","FBF5400F0.5A","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","2","MF_林國俊_有pattern之MQC.","PP952","1FSK2000","2007/04/20 20:59:22","","47583.88","",""
"","MQC","FBF5400F0.5B","MQC","MQC-ITO-M48","CFRC","Normal","Waiting","20","MFG-謝明宏-D48有碎屑","PP120","1FSK2000","2007/07/13 01:52:59","","45586.98","",""
"","MQC","FBF5400F0.5C","MQC","MQC-ITO-M48","CFRC","Normal","Waiting","20","MFG-謝明宏-D48有碎屑","PP230","1FSK2000","2007/06/18 00:47:28","","46188.08","",""
"","MQC","FBF5400F0.5E","MQC","MQC-ITO-M48","CFRC","Normal","Waiting","10","MFG-謝明宏-D48有碎屑","PP204","1FSK2000","2007/06/18 00:47:28","","46188.08","",""
"","MQC","FBF5400F0.5L","MQC","MQC-ITO-M48","CFRC","Normal","Waiting","20","","PP999","1FSK2000","2007/06/18 00:47:28","","46188.08","",""
"","MQC","FBF5400F0.BH","MQC","MQC_ITO_D48","CFDB","Normal","Waiting","72","MFG_柯皓忠_羅翊瑋指示可續當D48","","1FSK2000","2012/02/01 12:58:58","","5639.88","",""
"","P126061","FBF5400F0.BT","MQC","MQC_ITO_D48","CFITO2_D48","Normal","Processing","36","","","1FSK2000","2012/05/11 00:37:26","2012/06/14 21:56:02","","2414.93",""
"","MQC","FBF5400F0.BY","MQC","MQC_ITO_D48","CFRS_3","Normal","OnHold","28","MFG_劉昭宏_RWS受污染片 (Reposition step hold)","1W371","1FSK2000","2012/05/10 23:13:58","","","","3253.62"
"","P128291","FBF5400F0.C9","MQC","MQC_ITO_D48","CFIT_D48","Normal","Processing","46",".","","1FSK2000","2012/07/13 09:19:10","2012/09/06 15:10:34","","405.69",""
"","P126061","FBF5400F0.CA","MQC","MQC_ITO_D48","CFITO2_D48","Normal","Processing","10","","","1FSK2000","2012/07/25 19:37:21","2012/07/25 21:33:56","","1431.30",""
"","P128291","FBF5400F0.CB","MQC","MQC_ITO_D48","CFIT_D48","Normal","Waiting","17","","1W409","1FSK2000","2012/07/13 09:19:10","","1731.55","",""
"CFRS(R32)","MQC","FBF54F0T0.0A","MQC","MQC-ITO-F21","CFRS","Normal","Waiting","68","RepositionStep","MF303","CF-ST","2007/07/20 18:47:26","","45402.08","",""
"CFRS","P5B221","FBF54F1L0.DB","MQC","MQC-ITO-F21","CFRS","Normal","OnHold","72","MF_張家銘-f21-待rework lot,抽出於p.p.box","MF122","CF-ST","2005/05/06 15:21:58","","","","64379.34"
"CFRS(R32)","MPPBOX","FBF5500J0.16","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","8","","PP406","1FSK3000","2006/06/01 16:33:07","","55340.32","",""
"CFRS(R32)","MPPBOX","FBF5500J0.17","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","RepositionStep","PP407","1FSK3000","2006/06/01 16:33:07","","55340.32","",""
"","MQC","FBF5500Q0.06","MQC","MQC_ITO_D48","CFDB","Normal","Waiting","20","RepositionStep","PP432","1FSK2000","2005/10/19 17:48:22","","60739.06","",""
"","MQC","FBF5500Q0.08","MQC","MQC_ITO_D48","CFDB","Normal","Waiting","19","RepositionStep","PP434","1FSK2000","2005/10/19 17:48:22","","60739.06","",""
"CFRS","P5B221","FBF5500T0.06","MQC","MQC-ITO-F21","CFRS","Normal","Waiting","8","","MF123","CF-ST","2005/04/14 04:21:08","","65264.52","",""
"CFRS(R32)","MQC","FBF5500T0.18","MQC","MQC-ITO-F21","CFRS","Normal","OnHold","72","mf-郭沛鈺-F21未洗淨,實體在PP022(20片) , PP023(20片), PP024(20片) , PP025(12片)","MF077","1FSK2000","2006/06/09 02:52:25","","","","55124.47"
"CFRS(R32)","MQC","FBF5500T0.1F","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","","PP411","1FSK2000","2006/05/03 02:23:36","","56050.47","",""
"","MQC","FBF550120.8K","MQC","CF-TEST","CFPS","Normal","Processing","1","","","1FSK2000","2010/03/29 09:29:55","2010/03/29 18:18:51","","21810.55",""
"","MQC","FBF550120.AR","MQC","CF-TEST","CFRL","Normal","Processing","1",".","","1FSK2000","2011/07/07 09:21:46","2011/07/07 17:11:15","","10651.68",""
"","MQC","FBF550120.BT","MQC","CF-TEST","CFPS","Normal","Processing","1","","","1FSK2000","2011/11/24 16:28:56","2011/11/24 16:40:36","","7292.19",""
"","MQC","FBF550120.CY","MQC","CF-TEST","CFDB_START","Normal","Waiting","49","","1W358","1FSK2000","2012/09/17 23:02:11","","133.83","",""
"CFRS(R32)","MQC","FBF5501J0.0R","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","MF_蕭亭萱_續run R32","PP429","1FSK2000","2006/04/08 09:53:11","","56642.98","",""
"CFRF_1(R33)","MQC","FBF5501Y0.0S","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP502","CF","2007/04/05 19:30:01","","47945.37","",""
"CFRF_1(R33)","MQC","FBF5501Y0.0T","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP520","CF","2007/04/05 19:30:01","","47945.37","",""
"CFRF_1(R33)","MQC","FBF5501Y0.0U","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","MF_林國俊_有pattern之MQC.","PP523","CF","2007/04/05 19:30:01","","47945.37","",""
"CFRF_1(R33)","MQC","FBF5501Y0.0V","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","11","MF_林國俊_有pattern之MQC.","PP503","CF","2007/04/05 19:30:01","","47945.37","",""
"","MQC","FBF5502W0.7H","MQC","CF-ColdRun-EXG.5","CFOC","Normal","Processing","4","","","CF","2009/09/15 14:38:35","2009/09/15 20:21:32","","26488.51",""
"CFRS","MQC","FBF55F050.7D","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","","PP437","CF-ST","2005/02/04 11:38:50","","66913.22","",""
"CFRS","P5B221","FBF55F0N0.E8","MQC","MQC-ITO-F21","CFRS","Normal","OnHold","72","MF_張家銘-f21-待rework lot,抽出於p.p.box","MF120","CF-ST","2005/04/14 06:47:46","","","","64379.78"
"","E51051","FBF55F0N0.FQ","MQC","MQC_ITO_D48_7T","CFRS_8","Normal","Waiting","5","","MF016","CF-ST","2005/12/24 05:51:55","","59167","",""
"","E51051","FBF55F0N0.FX","MQC","MQC_ITO_D48_7T","CFRS_8","Normal","Waiting","72","mf_natalie_待抽出轉回Wire cst 至 ITO Rework  清洗Particle","MF010","CF-ST","2005/12/20 13:21:58","","59255.50","",""
"CFRS","MQC","FBF55F0N0.FY","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","","PP442","CF-ST","2005/03/23 01:42:30","","65795.16","",""
"CFRS","MQC","FBF55F0N0.FZ","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","17","","PP441","CF-ST","2005/03/23 01:42:30","","65795.16","",""
"","MQC","FBF55F0N0.G1","MQC","MQC_ITO_D48","CFDB","Normal","Waiting","20","RepositionStep","PP443","1FSK2000","2005/10/09 12:45:33","","60984.11","",""
"","P118303","FBF55F0N0.HB","MQC","MQC-ITO-M48","CFIT_M48","Normal","Processing","2","MFG_杜智凱_依LIST回CFIT_M48","","1FRCL100","2011/09/25 11:55:14","2011/09/25 16:37:19","","8732.25",""
"CFRS(R32)","MQC","FBF55F0N0.HJ","MQC","MQC-ITO-M48","CFRS","Normal","Waiting","5","MFG_陳慶倫_ITO M48基板,已鍍ITO待REWORK","1C413","1FRCL100","2012/07/26 12:49:59","","1416.03","",""
